市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯
中央区日本橋小網町,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,1,0,0,0,0,0,0,3,2,1,0,0,0,1
中央区日本橋箱崎町,22,2,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6,0,0,4,1,0,0,0,0,0,0,1,12,5,2,0,0,5
中央区日本橋馬喰町１丁目,13,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,3,0,0,1,0,0,0,0,4,3,0,1,0,0,2
中央区日本橋馬喰町２丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,3,1,0,0,0,2
中央区日本橋横山町,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0,0,3,1,0,0,0,0,0,7,1,3,2,0,0,0,1
中央区東日本橋１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
中央区東日本橋２丁目,24,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,1,0,0,0,0,0,0,1,8,1,1,1,0,5
中央区東日本橋３丁目,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,1,0,0,0,0,4,2,0,1,0,0,1
中央区日本橋久松町,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0
中央区日本橋浜町１丁目,6,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1
中央区日本橋浜町２丁目,34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,25,1,1,0,0,0,0,0,3,3,2,0,0,0,1
中央区日本橋浜町３丁目,22,1,1,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,15,0,0,13,0,0,0,0,0,0,2,0,3,2,0,0,0,1
中央区日本橋中洲,5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0
中央区八重洲１丁目,70,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,7,0,0,3,0,0,3,0,0,0,0,1,60,55,3,0,0,2
中央区八重洲２丁目,15,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,1,3,6,4,0,2,0,0
中央区日本橋１丁目,34,0,0,0,7,0,4,3,0,0,1,0,0,0,0,0,0,0,1,18,0,0,5,0,0,1,2,0,3,3,4,8,1,0,0,0,7
中央区日本橋２丁目,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,3,0,0,0,2,0,0,27,9,11,7,0,0,0,4
中央区日本橋３丁目,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,1,7,4,1,1,0,1
中央区日本橋茅場町１丁目,22,0,0,0,6,0,3,2,0,1,0,0,0,0,0,0,0,0,0,10,0,0,2,1,0,0,2,0,0,1,4,6,1,0,0,0,5
中央区日本橋茅場町２丁目,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,3,4,4,0,2,2,0,0
中央区日本橋茅場町３丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,1,2,8,2,0,0,0,6
中央区佃１丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中央区佃２丁目,24,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,1,0,0,0,0,0,1,2,7,4,0,0,0,3
中央区佃３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1
中央区月島１丁目,27,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,0,0,0,1,6,2,8,2,2,2,0,2
中央区月島２丁目,15,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,10,0,0,8,0,0,0,0,0,0,2,0,2,2,0,0,0,0
中央区月島３丁目,20,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,1,3,8,4,0,0,0,4
中央区月島４丁目,18,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,6,0,0,0,0,0,0,0,3,6,3,1,0,0,2
中央区勝どき１丁目,25,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,12,1,0,0,0,0,0,2,2,4,1,0,0,0,3
中央区勝どき２丁目,14,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,3,0,0,0,3,4,0,0,0,0,4
中央区勝どき３丁目,15,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8,0,0,7,0,0,0,0,0,0,0,1,5,1,0,0,0,4
中央区勝どき４丁目,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,4,3,12,2,1,0,0,9
中央区勝どき５丁目,18,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,3,2,4,2,1,0,0,1
中央区勝どき６丁目,29,3,1,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,1,1,3,14,6,1,0,0,7
中央区晴海１丁目,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,15,4,1,1,0,9
中央区晴海２丁目,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,2,1,7,5,0,1,0,1
中央区晴海３丁目,27,1,0,1,4,0,1,3,0,0,1,0,0,0,0,0,1,0,0,10,1,1,1,0,0,0,0,0,0,2,5,11,3,0,0,0,8
中央区晴海４丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2
中央区晴海５丁目,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,1,0,1,0,0,0,8,5,6,0,0,0,0,6
中央区豊海町,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
中央区日本橋人形町１丁目,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,0,7,1,0,0,0,0,0,3,3,3,2,1,0,0,0
中央区日本橋人形町２丁目,16,0,0,0,3,0,3,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,9,1,0,0,0,0,0,0,0,2,1,0,0,0,1
中央区日本橋人形町３丁目,15,1,0,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,6,4,0,1,0,1
中央区日本橋蛎殻町１丁目,23,0,0,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,13,0,0,7,0,0,0,0,1,0,4,1,6,3,0,0,0,3
中央区日本橋蛎殻町２丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,2,3,1,0,0,0,2
中央区京橋１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0
中央区京橋２丁目,15,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,1,0,0,2,0,0,1,3,4,1,0,0,0,3
中央区京橋３丁目,13,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,5,1,0,1,0,0,0
中央区日本橋小伝馬町,16,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,2,1,0,0,0,0,0,1,7,2,1,1,0,0,0
中央区日本橋大伝馬町,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,3,7,5,0,1,0,1
中央区日本橋小舟町,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,1,4,3,0,0,0,1
中央区日本橋堀留町１丁目,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,2,0,0,0,0,0,0,0,3,0,1,0,0,2
中央区日本橋堀留町２丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,2,1,0,0,0,0,1,1,5,4,0,0,0,1
中央区日本橋富沢町,11,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8,0,0,6,0,0,0,0,0,1,0,1,1,0,0,0,0,1
中央区日本橋兜町,15,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,10,3,0,1,0,6
中央区計,1979,29,4,25,179,0,85,72,13,9,31,2,0,4,11,1,1,2,10,1150,2,5,385,23,2,14,38,4,15,365,297,590,239,47,45,0,259
港区虎ノ門１丁目,47,0,0,0,8,0,6,2,0,0,5,0,0,0,2,0,0,0,3,19,0,0,1,0,0,1,3,0,0,8,6,15,9,2,2,0,2
港区虎ノ門２丁目,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,1,0,1,1,6,12,5,2,0,0,5
港区虎ノ門３丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2
港区虎ノ門４丁目,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,6,1,0,0,0,5
港区虎ノ門５丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,6,0,2,1,0,0,0,1
港区台場１丁目,56,1,0,1,3,0,3,0,0,0,1,0,0,0,0,1,0,0,0,38,0,0,6,0,0,0,0,0,1,19,12,13,3,4,0,0,6
港区台場２丁目,10,0,0,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,3
港区愛宕１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1
港区愛宕２丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2
港区芝１丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,0,2
港区芝２丁目,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,2,2,6,2,0,0,0,4
港区芝３丁目,16,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,1,1,3,0,0,0,0,3
港区芝４丁目,14,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,4,1,4,2,0,0,0,2
港区芝５丁目,78,1,0,1,13,0,7,6,0,0,1,0,0,0,0,0,0,0,1,47,0,0,14,1,0,0,1,0,3,3,25,16,6,1,0,0,9
港区芝浦１丁目,17,1,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,8,0,0,0,0,0,0,0,1,3,2,0,0,0,1
港区芝浦２丁目,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,5,1,0,0,0,0,0,0,1,5,1,0,0,0,4
港区芝浦３丁目,70,1,0,1,8,0,5,3,0,0,2,0,0,0,0,0,0,0,2,50,0,1,7,1,0,0,0,0,0,35,6,9,5,2,0,0,2
港区芝浦４丁目,35,2,0,2,5,0,3,2,0,0,1,1,0,0,0,0,0,0,0,18,0,1,12,0,1,0,0,0,0,2,2,9,0,3,0,0,6
港区海岸１丁目,51,2,0,2,12,0,9,3,0,0,0,0,0,0,0,0,0,0,0,27,0,0,3,0,0,0,4,0,1,3,16,10,5,0,1,0,4
港区海岸２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
港区海岸３丁目,32,1,0,1,5,0,2,2,0,1,0,0,0,0,0,0,0,0,0,15,0,1,7,0,0,0,0,0,0,5,2,11,2,1,1,0,7
港区東新橋１丁目,29,0,0,0,3,0,1,2,0,0,1,0,0,0,1,0,0,0,0,15,0,0,3,2,0,0,0,0,0,1,9,10,5,1,0,0,4
港区東新橋２丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,0,0,0,0,0,1,1,1,1,0,0,0,0
港区新橋１丁目,35,0,0,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,1,0,0,1,0,0,2,9,11,3,2,0,0,6
港区新橋２丁目,232,0,0,0,42,0,26,14,1,1,65,0,0,53,12,0,0,0,0,81,0,2,8,0,0,0,7,0,4,7,53,44,13,5,2,0,24
港区新橋３丁目,94,2,1,1,20,0,9,11,0,0,1,0,0,0,1,0,0,0,0,54,0,0,6,1,0,0,3,0,5,0,39,17,4,5,0,0,8
港区新橋４丁目,32,2,1,1,5,0,3,2,0,0,1,0,0,0,1,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,13,8,2,1,0,0,5
港区新橋５丁目,18,0,0,0,2,0,1,1,0,0,2,0,0,0,1,1,0,0,0,10,0,0,2,0,0,0,0,0,1,1,6,4,2,0,0,0,2
港区新橋６丁目,11,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,1,0,0,0,0,0,1,1,2,0,0,0,0,2
港区西新橋１丁目,24,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,0,0,0,0,1,17,8,1,3,0,5
港区西新橋２丁目,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
港区西新橋３丁目,28,0,0,0,3,0,2,0,1,0,10,0,0,10,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,1,1,5,3,0,1,0,1
港区三田１丁目,23,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,2,6,11,3,1,1,0,6
港区三田２丁目,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,1,0,0,2,4,4,3,0,0,0,1
港区三田３丁目,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,3,5,2,0,0,0,3
港区三田４丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,0,0,0,0,3,0,2,0,2,0,0,0
港区三田５丁目,16,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,9,0,1,7,0,0,0,0,0,0,0,1,4,0,2,0,0,2
港区浜松町１丁目,26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,3,11,9,6,0,0,0,3
港区浜松町２丁目,24,0,0,0,6,0,6,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,1,0,0,0,1,1,0,3,4,7,0,0,0,0,7
港区芝大門１丁目,8,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,4,2,0,1,0,1
港区芝大門２丁目,9,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,0,3
港区芝公園１丁目,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0
港区芝公園２丁目,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,3,3,1,0,0,0,2
港区芝公園３丁目,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1
港区芝公園４丁目,13,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,1,2,5,1,1,0,0,3
港区東麻布１丁目,19,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,2,0,4,8,3,0,1,0,4
港区東麻布２丁目,14,2,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,6,1,0,1,0,4
港区東麻布３丁目,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,4,4,1,1,0,0,2
港区麻布狸穴町,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
港区麻布永坂町,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
港区麻布十番１丁目,39,1,0,1,12,0,6,6,0,0,1,0,0,0,1,0,0,0,0,13,0,0,4,1,0,0,1,0,0,0,7,12,3,1,3,0,5
港区麻布十番２丁目,45,3,0,3,10,0,7,3,0,0,2,0,0,0,1,1,0,0,0,20,0,0,11,0,0,0,2,0,0,1,6,10,3,0,0,0,7
港区麻布十番３丁目,18,0,0,0,3,0,0,1,2,0,3,0,0,0,3,0,0,0,0,5,0,0,2,0,0,0,0,0,0,2,1,7,4,1,0,0,2
港区麻布十番４丁目,8,0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2
港区南麻布１丁目,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,4,8,2,1,0,0,5
港区南麻布２丁目,27,1,0,1,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,2,0,4,7,2,1,0,0,4
港区南麻布３丁目,15,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,1,8,2,0,0,0,6
港区南麻布４丁目,21,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,13,0,0,6,0,0,0,0,0,2,2,3,5,2,0,0,0,3
港区南麻布５丁目,22,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,4,6,7,3,0,1,0,3
港区元麻布１丁目,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
港区元麻布２丁目,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0
港区元麻布３丁目,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
港区西麻布１丁目,34,1,0,1,4,0,1,3,0,0,1,0,0,0,0,1,0,0,0,15,0,2,3,0,0,0,1,0,0,2,7,13,3,0,0,0,10
港区西麻布２丁目,25,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,8,0,0,4,0,0,0,0,0,0,0,4,14,3,1,1,0,9
港区西麻布３丁目,20,0,0,0,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,7,4,2,0,0,0,2
港区西麻布４丁目,31,0,0,0,7,0,2,5,0,0,6,0,0,0,4,1,0,0,1,14,0,0,7,0,0,0,0,0,0,0,7,4,0,0,0,0,4
港区六本木１丁目,60,1,0,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,1,1,0,0,1,0,0,1,3,49,41,0,1,0,7
港区六本木２丁目,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,1,7,1,0,1,0,0,0
港区六本木３丁目,114,0,0,0,32,0,15,17,0,0,2,0,0,0,1,0,0,0,1,41,0,1,15,0,0,0,1,0,6,3,15,39,12,3,2,0,22
港区六本木４丁目,37,3,2,1,4,0,0,2,2,0,1,0,0,0,0,0,0,1,0,18,0,1,3,1,0,0,0,0,3,2,8,11,2,1,1,0,7
港区六本木５丁目,49,4,1,3,9,0,4,4,1,0,2,0,0,0,1,0,1,0,0,19,1,0,6,1,0,0,0,0,0,3,8,15,7,0,1,0,7
港区六本木６丁目,82,2,1,1,11,0,7,4,0,0,0,0,0,0,0,0,0,0,0,50,0,0,7,1,0,0,1,0,1,25,15,19,2,1,0,0,16
港区六本木７丁目,77,3,0,3,17,0,7,7,2,1,2,0,0,0,2,0,0,0,0,29,0,0,7,0,0,0,3,0,3,5,11,26,5,0,0,0,21
港区麻布台１丁目,21,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,11,6,0,2,0,0,4
港区麻布台２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0
港区麻布台３丁目,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,2,1,0,0,0,1
港区元赤坂１丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
港区元赤坂２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
港区赤坂１丁目,39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,1,0,0,0,0,0,21,5,10,6,1,0,0,3
港区赤坂２丁目,47,3,0,3,7,0,4,2,0,1,2,0,0,0,1,0,1,0,0,15,0,0,3,1,0,0,2,0,0,2,7,20,12,1,3,0,4
港区赤坂３丁目,68,1,0,1,8,0,2,6,0,0,1,0,0,0,1,0,0,0,0,36,0,0,4,0,0,0,5,0,2,13,12,22,6,0,1,0,15
港区赤坂４丁目,15,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,2,8,2,0,2,0,4
港区赤坂５丁目,33,0,0,0,2,0,1,0,0,1,12,0,0,0,12,0,0,0,0,8,0,0,4,0,0,0,0,0,1,0,3,11,8,1,1,0,1
港区赤坂６丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,5,2,4,2,1,0,0,1
港区赤坂７丁目,12,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,5,1,0,2,0,2
港区赤坂８丁目,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,1,8,6,0,0,0,2
港区赤坂９丁目,76,1,0,1,8,0,2,4,2,0,0,0,0,0,0,0,0,0,0,35,0,0,3,2,0,0,1,0,0,27,2,32,9,2,7,0,14
港区南青山１丁目,22,0,0,0,4,0,3,0,0,1,1,0,0,0,1,0,0,0,0,12,0,0,6,1,0,0,0,0,0,3,2,5,1,0,0,0,4
港区南青山２丁目,36,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,12,0,0,7,0,0,0,0,0,0,2,3,21,8,0,4,0,9
港区南青山３丁目,33,0,0,0,3,0,2,1,0,0,2,0,0,0,2,0,0,0,0,18,0,0,3,0,0,0,0,0,0,11,4,10,6,0,0,0,4
港区南青山４丁目,17,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,1,0,9,0,0,6,0,0,0,0,0,1,0,2,4,1,0,0,0,3
港区南青山５丁目,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,1,0,0,10,1,9,6,0,1,0,2
港区南青山６丁目,15,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,8,3,0,0,0,5
港区南青山７丁目,11,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0,4
港区北青山１丁目,9,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,4,0,0,0,1
港区北青山２丁目,24,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0,0,5,1,0,0,0,0,1,0,3,12,10,0,0,0,2
港区北青山３丁目,57,0,0,0,8,0,6,1,1,0,2,0,0,1,0,0,0,0,1,22,0,0,2,0,0,0,2,0,1,9,8,25,3,3,3,0,16
港区高輪１丁目,34,1,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,0,1,0,0,0,5,3,9,2,0,0,0,7
港区高輪２丁目,39,1,0,1,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,24,0,0,6,0,0,5,0,0,0,1,12,11,1,4,0,0,6
港区高輪３丁目,181,3,0,3,38,0,27,11,0,0,0,0,0,0,0,0,0,0,0,108,0,0,4,0,0,0,6,0,8,10,80,32,5,7,0,0,20
港区高輪４丁目,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,7,6,2,1,0,0,0,1
港区白金１丁目,21,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,12,0,0,10,0,0,0,0,0,0,2,0,6,4,1,0,0,1
港区白金２丁目,5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
